TOP,MIDDLE,JUNGLE,BOTTOM,UTILITY,OUTCOME,experience,goldspent,baron,champion_kills,dragon,inhibitor,riftHerald,tower,teamId
Yone,Irelia,Karthus,Ezreal,Lux,Win,35772,31461,0,24,2,0,1,5,200
Aatrox,Katarina,Sylas,Samira,Blitzcrank,Lose,26236,30261,0,13,0,0,0,0,100
Riven,Neeko,Ekko,Aphelios,Annie,Win,72414,72713,0,40,2,1,0,8,200
Sion,Tristana,Elise,Varus,Ziggs,Lose,64163,77423,2,30,1,2,2,9,100
Fiora,Akshan,Karthus,Ezreal,Karma,Win,75611,8150,2,38,3,2,2,9,100
Riven,Ahri,FiddleSticks,Kaisa,Nautilus,Lose,64630,71080,0,34,1,0,0,2,200
Vayne,Ahri,Rengar,Samira,Amumu,Win,34318,34869,0,17,1,0,1,2,200
Shen,Qiyana,Gragas,Ashe,Heimerdinger,Lose,31369,36269,0,8,0,0,0,1,100
Jayce,Lissandra,Vi,Xayah,Rakan,Win,32237,31771,0,15,1,0,1,3,200
Tryndamere,Soraka,Kindred,Jinx,Lux,Lose,27371,30746,0,6,1,0,0,0,100
Gragas,Galio,Khazix,Xayah,Rakan,Win,62545,7300,1,28,3,1,2,9,100
Aatrox,Jayce,Nidalee,Ezreal,Ashe,Lose,48458,55383,0,17,0,0,0,2,200
Irelia,Talon,Sylas,Veigar,Pyke,Win,52753,5400,0,30,1,0,1,4,100
Fiora,Akali,Taliyah,Draven,Heimerdinger,Lose,44307,51492,0,15,2,0,0,3,200
Irelia,Talon,Sylas,Veigar,Nidalee,Win,36929,6085,0,28,0,0,0,1,100
Fiora,Akali,Taliyah,Draven,Caitlyn,Lose,31822,37222,0,16,0,0,0,0,200
Jax,Leblanc,Elise,Varus,Thresh,Win,52356,48888,1,26,2,0,0,4,200
Gnar,Ahri,Nidalee,Ezreal,Karma,Lose,43138,49198,0,20,0,0,2,2,100
Jax,Leblanc,MonkeyKing,Jhin,Leona,Win,55448,6125,1,22,2,0,2,4,100
Pantheon,Syndra,Nidalee,Aphelios,Nautilus,Lose,46704,52004,0,12,1,0,0,3,200
Kayle,Rumble,Zac,Ezreal,Karma,Win,41225,45688,0,21,3,0,2,5,200
Shen,Akshan,Karthus,Kaisa,Pyke,Lose,38963,44488,0,18,0,0,0,2,100
Olaf,Galio,Viego,KogMaw,Milio,Win,52122,45606,1,27,3,0,2,6,200
KSante,AurelionSol,Udyr,Twitch,Thresh,Lose,40206,44531,0,6,0,0,0,0,100
Yasuo,Zoe,Nidalee,Twitch,Lulu,Win,78758,13450,1,32,4,1,1,8,100
Chogath,Poppy,Lillia,Swain,Soraka,Lose,69356,80341,0,25,0,0,1,2,200
Rengar,Ahri,Karthus,Ashe,Milio,Win,83510,85717,1,37,4,3,1,10,200
Garen,Katarina,Graves,Veigar,Leona,Lose,77017,83897,0,27,0,0,1,2,100
Kled,Leblanc,LeeSin,Aphelios,Maokai,Win,82782,94297,0,32,1,1,2,7,200
Darius,Viktor,Viego,Jinx,Lux,Lose,87322,99447,2,36,4,1,0,6,100
Kled,Leblanc,LeeSin,Aphelios,Zoe,Win,141782,144985,0,78,0,2,0,4,200
Darius,Viktor,Viego,Jinx,Amumu,Lose,126585,141085,0,63,0,0,0,1,100
Jax,Lissandra,MonkeyKing,Aphelios,Rakan,Win,31492,3935,0,15,2,0,1,2,100
Gragas,Talon,Nidalee,Swain,Milio,Lose,27833,31408,0,6,0,0,0,0,200
Rumble,Lux,Viego,Ezreal,Thresh,Win,69824,7525,1,40,2,1,1,9,100
Fiora,KSante,Lillia,Jinx,Taric,Lose,62510,70775,0,20,2,0,1,3,200
Rumble,Lux,Viego,Ezreal,Jinx,Win,96658,103792,0,56,0,2,0,4,200
Fiora,KSante,Lillia,Jinx,Vladimir,Lose,91492,102542,0,49,0,0,0,1,100
Darius,Viktor,Karthus,Jhin,Sona,Win,58537,55679,1,31,1,1,2,8,200
KSante,Lissandra,MasterYi,Jinx,Karma,Lose,49479,55904,0,19,1,0,0,1,100
Kennen,Leblanc,Hecarim,Draven,Zac,Win,54468,5925,0,27,2,0,2,4,100
Nasus,Talon,Maokai,Lucian,Nami,Lose,46323,52123,0,15,1,0,0,2,200
Kayle,Ekko,Kayn,Aphelios,Rakan,Win,47622,6200,0,31,1,1,1,6,100
Kindred,Seraphine,Graves,Jinx,Thresh,Lose,33647,38197,0,8,1,0,1,1,200
KSante,Yasuo,Gragas,Jinx,Blitzcrank,Win,68901,68190,1,38,1,1,1,7,200
Irelia,Leblanc,MasterYi,Xayah,Swain,Lose,60090,69140,0,33,3,0,1,3,100
Jax,Zoe,Khazix,Xayah,Blitzcrank,Win,57311,56601,1,36,3,1,2,8,200
Garen,Galio,Nidalee,Zeri,Heimerdinger,Lose,45816,52666,0,24,0,0,0,1,100
Illaoi,Ahri,Hecarim,Ezreal,Belveth,Win,35815,36213,0,24,2,1,2,8,200
Gragas,Kassadin,Rengar,Jinx,Velkoz,Lose,30163,34788,0,6,0,0,0,0,100
KSante,Syndra,Khazix,Ezreal,Brand,Win,52873,47713,1,18,1,0,2,4,200
Udyr,Galio,Rammus,KogMaw,Karma,Lose,40938,46213,0,14,1,0,0,1,100
Gragas,Lux,Rammus,Samira,Thresh,Win,84549,85902,1,58,4,1,1,8,200
Swain,Syndra,Poppy,Aphelios,Karma,Lose,68592,81892,1,22,0,0,0,4,100
Jayce,Leblanc,Graves,Ziggs,Zyra,Win,48188,44907,0,38,3,1,2,8,200
Malphite,Yone,Sylas,Zeri,Yuumi,Lose,37407,42092,0,15,0,0,0,1,100
Maokai,Ahri,Rengar,Jinx,Rakan,Win,72816,7500,1,49,2,2,1,10,100
Gragas,Lissandra,Kindred,Zeri,Karma,Lose,64606,71031,0,25,2,0,1,1,200
Maokai,Ahri,Rengar,Jinx,Talon,Win,101061,113248,0,47,0,1,0,4,200
Gragas,Lissandra,Kindred,Zeri,Darius,Lose,98748,112298,0,45,0,0,0,1,100
Poppy,Cassiopeia,Hecarim,Jinx,Braum,Win,59090,57717,1,34,2,3,1,11,200
Riven,Viktor,Talon,Aphelios,Thresh,Lose,51092,55992,0,19,1,0,1,0,100
Jax,Yasuo,Sejuani,Kaisa,Nautilus,Win,40790,38923,0,33,1,2,1,8,200
Gangplank,Viktor,Rammus,Zeri,Blitzcrank,Lose,32173,36548,0,13,0,0,0,0,100
Shen,Renekton,Khazix,Aphelios,Blitzcrank,Win,90205,8975,2,34,4,2,1,9,100
Kalista,Yasuo,Diana,Xayah,Shaco,Lose,75194,84689,1,30,2,1,1,5,200
Rumble,Tristana,RekSai,Nilah,Maokai,Win,79353,8475,1,30,3,1,1,8,100
Illaoi,Gragas,LeeSin,Xayah,Rakan,Lose,65103,72403,0,13,1,0,1,5,200
Yone,Cassiopeia,Amumu,Samira,Pyke,Win,260,500,0,0,0,0,0,0,200
Darius,Orianna,Graves,Aphelios,Thresh,Lose,0,0,0,0,0,0,0,0,100
Shen,Zoe,Nidalee,Zeri,Maokai,Win,28571,4225,0,16,1,0,1,1,100
KSante,Leblanc,Khazix,Jhin,Karma,Lose,28294,32829,0,13,0,0,0,0,200
Gangplank,Yasuo,Zac,Aphelios,Lulu,Win,58105,66942,1,25,1,1,0,8,200
Zac,Sylas,Graves,Aphelios,Velkoz,Lose,55667,65617,0,28,3,0,2,6,100
Jayce,Syndra,Graves,Xayah,Rakan,Win,44163,6225,0,30,2,1,2,9,100
Gnar,Annie,Vi,Zeri,Yuumi,Lose,37540,42915,0,13,0,0,0,0,200
Yorick,Lux,MasterYi,Zeri,MissFortune,Win,71560,10775,1,32,4,2,1,10,100
Riven,Katarina,JarvanIV,Jhin,Milio,Lose,68889,76414,0,34,1,0,1,2,200
Qiyana,Ezreal,Elise,Jhin,Soraka,Win,41992,36490,0,36,2,1,1,7,200
Darius,Xayah,Nidalee,KogMaw,Zilean,Lose,30340,33890,0,8,0,0,1,0,100
Qiyana,Ezreal,Elise,Jhin,Karma,Win,106514,12900,0,58,0,1,0,4,100
Darius,Xayah,Nidalee,KogMaw,Bard,Lose,101761,115211,0,58,0,0,0,1,200
Jayce,Ahri,Kindred,Jinx,Rakan,Win,33478,3625,0,16,0,0,1,2,100
Fiora,Vladimir,Hecarim,Jhin,Karma,Lose,31339,35589,0,9,2,0,1,0,200
Jayce,Ahri,Kindred,Jinx,Malphite,Win,60143,60502,0,43,0,1,0,4,200
Fiora,Vladimir,Hecarim,Jhin,Tristana,Lose,52202,59802,0,25,0,0,0,1,100
Jayce,Ahri,Kindred,Jinx,KogMaw,Win,82804,83894,0,56,0,1,0,4,200
Fiora,Vladimir,Hecarim,Jhin,MissFortune,Lose,72244,83394,0,38,0,0,0,1,100
KSante,Akali,Hecarim,Draven,Rell,Win,65740,56737,1,34,3,2,1,10,200
Malphite,Fizz,Viego,Zeri,Milio,Lose,50337,56237,0,19,0,0,1,0,100
Ornn,Leblanc,Graves,Kaisa,Amumu,Win,49815,47844,0,37,1,0,1,5,200
Poppy,Ahri,Gragas,Varus,Milio,Lose,41794,46644,0,22,1,0,1,2,100
Jax,Belveth,Gragas,Aphelios,Lux,Win,46553,47202,1,22,2,0,1,4,200
Yone,Syndra,MonkeyKing,Xayah,Rakan,Lose,41227,46227,0,9,0,0,1,2,100
DrMundo,Ahri,Maokai,Ezreal,Yuumi,Win,633,500,0,0,0,0,0,0,100
Kayle,Zed,Sylas,Jinx,Milio,Lose,150,150,0,0,0,0,0,0,200
Jayce,Zoe,XinZhao,Nilah,Milio,Win,37069,4325,0,22,2,0,1,3,100
Zac,Lucian,Sylas,Jinx,Thresh,Lose,27490,30340,0,3,0,0,0,0,200
Jayce,Zoe,XinZhao,Nilah,Zoe,Win,167339,17850,0,90,0,1,0,4,100
Zac,Lucian,Sylas,Jinx,FiddleSticks,Lose,152600,168500,0,71,0,2,0,4,200
Jayce,Ahri,Nidalee,Ashe,Milio,Win,55188,5825,1,20,3,1,1,7,100
Camille,Talon,XinZhao,Ezreal,Karma,Lose,48211,53711,0,8,1,0,1,2,200
Jax,TwistedFate,Khazix,Aphelios,TahmKench,Win,61488,5950,1,30,2,1,1,9,100
Poppy,Tristana,Karthus,Xayah,Rakan,Lose,48031,53081,0,12,1,0,1,4,200
Yasuo,Zed,Diana,Yone,Pyke,Win,48994,9900,0,18,1,0,1,6,100
Sion,Irelia,FiddleSticks,Caitlyn,Blitzcrank,Lose,43436,49246,0,14,1,0,0,1,200
KSante,Cassiopeia,Maokai,Jhin,Yuumi,Win,67510,6900,1,28,2,1,1,7,100
Rumble,Zed,Neeko,Varus,Thresh,Lose,52896,60171,0,18,2,0,1,4,200
Yone,Viktor,Nocturne,Zeri,FiddleSticks,Win,62432,6110,0,28,0,2,2,9,100
Jax,Ahri,Sylas,Xayah,Rakan,Lose,59504,69554,1,21,2,0,0,3,200
Kayle,Taliyah,Graves,Zeri,Rakan,Win,44499,5775,0,19,3,0,1,3,100
Gragas,Fiora,Vi,Jinx,Lulu,Lose,39658,43308,0,7,0,0,1,2,200
Jayce,Ahri,JarvanIV,Jhin,Karma,Win,32983,32290,0,22,2,0,1,2,200
Fiora,Akali,MonkeyKing,Jinx,Morgana,Lose,28040,32065,0,7,0,0,0,1,100
Jayce,Ahri,JarvanIV,Jhin,Galio,Win,59262,7900,0,27,0,1,0,4,100
Fiora,Akali,MonkeyKing,Jinx,Rakan,Lose,52674,60524,0,24,0,0,0,0,200
Trundle,AurelionSol,Neeko,Kaisa,Nami,Win,75433,9825,1,32,2,4,0,11,100
Gangplank,Yasuo,Sylas,Varus,Blitzcrank,Lose,70227,78227,0,28,1,0,0,3,200
Trundle,AurelionSol,Neeko,Kaisa,Maokai,Win,97709,11835,0,39,0,2,0,4,100
Gangplank,Yasuo,Sylas,Varus,Ryze,Lose,99026,114526,0,58,0,0,0,1,200
Akshan,Pantheon,Elise,Jinx,Blitzcrank,Win,33093,5100,0,30,1,1,1,7,100
Malphite,Zed,Talon,Kaisa,Leona,Lose,28507,31507,0,9,0,0,0,1,200
Jayce,Yasuo,Sejuani,Aphelios,Milio,Win,48940,46847,0,26,2,0,0,4,200
Maokai,Zoe,LeeSin,Zeri,Pyke,Lose,41572,47297,0,13,0,0,2,2,100
Malphite,Yasuo,Nidalee,Vayne,Rakan,Win,63093,67783,0,36,4,1,0,7,200
Gragas,Akshan,MasterYi,Ezreal,Karma,Lose,60233,68408,1,36,0,0,2,5,100
Jax,Neeko,Graves,Kaisa,Pyke,Win,63351,9125,1,45,2,2,1,10,100
Vladimir,Twitch,LeeSin,Aphelios,Thresh,Lose,55086,62536,0,27,1,0,1,3,200
Gwen,Zoe,Viego,Ezreal,Leona,Win,57098,56105,1,34,4,1,1,8,200
Mordekaiser,Talon,Shaco,Jinx,Thresh,Lose,48205,54280,0,24,0,0,1,4,100
Kennen,Akshan,Elise,Jinx,Annie,Win,32788,4725,0,21,2,0,1,3,100
Gnar,Shyvana,RekSai,Zeri,Rakan,Lose,25553,28403,0,6,0,0,0,0,200
Fiora,Orianna,Graves,Xayah,Annie,Win,33259,31979,0,21,1,0,0,4,200
Kennen,Zed,Elise,Draven,Senna,Lose,26229,30004,0,5,0,0,1,0,100
Ornn,Annie,Khazix,Jinx,Milio,Win,48249,3775,0,14,3,0,2,3,100
Camille,Akshan,Maokai,Xayah,Rakan,Lose,39569,43669,0,4,0,0,0,1,200
Ornn,Annie,Khazix,Jinx,Varus,Win,150595,19650,0,70,0,1,0,4,100
Camille,Akshan,Maokai,Xayah,AurelionSol,Lose,135390,155240,0,55,0,1,0,2,200
Darius,Lux,JarvanIV,Aphelios,Neeko,Win,18684,2185,0,9,0,0,0,0,100
Yone,Vex,Warwick,Jinx,Milio,Lose,12872,14372,0,2,0,0,0,0,200
Gwen,Qiyana,Poppy,Lucian,Nami,Win,89804,9575,2,38,2,1,1,8,100
Kennen,Akali,JarvanIV,Xayah,Lulu,Lose,74685,83160,0,32,2,0,1,4,200
Zac,Yone,Karthus,Aphelios,Nautilus,Win,67673,66732,1,36,3,1,0,7,200
Sion,Azir,Urgot,Tristana,Heimerdinger,Lose,59107,65932,0,23,0,0,2,2,100
Akali,Zoe,Graves,Jinx,Lulu,Win,40532,36027,0,36,2,2,1,9,200
Kayn,Leblanc,Nunu,Ezreal,Karma,Lose,29402,34527,0,15,0,0,0,0,100
Akali,Zoe,Graves,Jinx,Nasus,Win,151243,17150,0,79,0,2,0,4,100
Kayn,Leblanc,Nunu,Ezreal,MasterYi,Lose,138266,153616,0,67,0,2,0,3,200
Akali,Zoe,Graves,Jinx,Gangplank,Win,56075,57259,0,36,0,1,0,3,200
Kayn,Leblanc,Nunu,Ezreal,TwistedFate,Lose,49309,65739,0,29,0,0,0,0,100
Jayce,Ziggs,Vi,Jinx,Milio,Win,45103,52688,0,27,2,0,0,3,200
Teemo,Galio,JarvanIV,Samira,Rell,Lose,44013,53313,1,17,0,0,1,3,100
Jayce,Ryze,Viego,Zeri,Neeko,Win,79633,88155,0,45,1,1,2,8,200
KSante,TwistedFate,Zac,Kaisa,Pyke,Lose,73830,89255,1,41,3,0,0,4,100
Sett,Yone,Nunu,Jinx,Lulu,Win,78349,82718,0,35,3,1,1,7,200
Yasuo,Irelia,Sylas,Ezreal,Karma,Lose,75218,84253,2,32,1,3,0,9,100
Kayle,Katarina,Khazix,Kaisa,Pyke,Win,84438,9625,2,49,3,1,1,9,100
Camille,Vladimir,Shaco,Ezreal,Soraka,Lose,68680,76230,0,40,1,2,1,7,200
Gnar,Rumble,LeeSin,Vayne,Nautilus,Win,58508,60401,0,39,1,2,2,10,200
Yone,Malzahar,Khazix,Draven,Alistar,Lose,54476,60151,0,27,2,0,0,1,100
Ornn,Zed,Nidalee,Jhin,Blitzcrank,Win,85992,8300,1,31,5,2,2,10,100
Ryze,Vladimir,Jax,Aphelios,Lulu,Lose,75265,83740,1,18,0,0,0,2,200
Kennen,Zed,Nidalee,Aphelios,TahmKench,Win,55679,55449,1,24,3,1,2,9,200
Singed,Talon,Maokai,Jinx,Thresh,Lose,49699,55499,0,17,0,0,0,2,100
Poppy,Ryze,Hecarim,Jhin,Milio,Win,79838,7225,1,32,3,0,0,5,100
Gwen,Ahri,Viego,Ezreal,Karma,Lose,67356,75541,0,29,1,0,2,4,200
Poppy,Ryze,Hecarim,Jhin,Graves,Win,114646,14400,0,49,0,1,0,4,100
Gwen,Ahri,Viego,Ezreal,Akali,Lose,114051,128536,0,55,0,1,0,2,200
Olaf,Kassadin,LeeSin,Twitch,Lulu,Win,56599,7950,1,41,1,0,2,5,100
MonkeyKing,Zoe,Graves,Varus,Blitzcrank,Lose,44672,50372,0,18,1,0,0,2,200
Katarina,Jax,Kayn,Varus,Pantheon,Win,104849,114678,0,59,1,2,1,10,200
Senna,Zed,Amumu,Jinx,Zoe,Lose,98278,112358,1,61,3,1,0,7,100
KSante,Ziggs,JarvanIV,KogMaw,Nautilus,Win,70594,7775,1,34,2,1,0,8,100
Rumble,Singed,Khazix,Ezreal,Taric,Lose,62542,70017,0,37,3,0,2,4,200
Gangplank,Leblanc,Shaco,Aphelios,Neeko,Win,32876,5475,0,29,1,0,2,4,100
Kled,Sylas,Maokai,Samira,Leona,Lose,25905,28855,0,11,0,0,0,0,200
Gwen,Zac,Kindred,Aphelios,Nautilus,Win,37085,4825,0,20,1,0,1,4,100
KSante,Talon,LeeSin,Seraphine,Leona,Lose,31973,35998,0,11,1,0,0,0,200
Yone,Leblanc,LeeSin,Lucian,Milio,Win,59613,52834,1,34,3,1,1,9,200
Fiora,Cassiopeia,Graves,Zeri,Yuumi,Lose,46024,50249,0,17,0,0,1,2,100
Gragas,Yone,Shaco,Ezreal,Rakan,Win,33930,4385,0,18,1,0,1,3,100
Camille,AurelionSol,Nidalee,Kaisa,Blitzcrank,Lose,27481,30791,0,6,0,0,0,0,200
Camille,Talon,Nidalee,Jinx,Blitzcrank,Win,55974,7525,1,30,3,0,1,5,100
Gnar,Katarina,Graves,Sivir,Ashe,Lose,45951,50401,0,10,0,0,1,2,200
Camille,Talon,Nidalee,Jinx,Kayle,Win,160369,20900,0,74,0,2,0,4,100
Gnar,Katarina,Graves,Sivir,Lux,Lose,152585,169385,0,75,0,0,0,2,200
Jayce,Kassadin,LeeSin,Aphelios,Thresh,Win,71386,5775,1,32,1,1,0,8,100
Rengar,Ahri,Vi,Xayah,Seraphine,Lose,64989,72864,1,29,3,0,2,4,200
KSante,Ahri,Gragas,Ezreal,Pantheon,Win,68194,61140,1,41,4,1,1,8,200
Jax,Vex,Poppy,Aphelios,Nautilus,Lose,51815,58590,0,22,0,0,1,2,100
Fiora,Vex,RekSai,Draven,Milio,Win,69114,8075,2,23,4,4,2,11,100
KSante,Katarina,Sejuani,Jinx,Nautilus,Lose,77847,86122,0,25,1,1,0,6,200
Shen,Orianna,LeeSin,Jhin,Soraka,Win,111357,8275,2,38,2,2,1,7,100
Jax,Leblanc,JarvanIV,Ezreal,Anivia,Lose,86127,94727,1,17,4,3,1,7,200
Varus,Darius,Warwick,Ezreal,Nautilus,Win,72476,6850,1,30,0,1,0,8,100
KSante,Ahri,Shaco,Jinx,Zoe,Lose,76654,85379,1,35,3,1,2,7,200
Gragas,Gwen,LeeSin,Aphelios,Lulu,Win,33878,31974,0,14,1,0,1,2,200
Gnar,Maokai,Khazix,Xayah,Rakan,Lose,28474,31874,0,6,0,0,0,0,100
Shen,Leblanc,Nidalee,Jinx,Milio,Win,54232,47060,1,31,2,0,1,4,200
Gangplank,Ahri,Jax,Aphelios,Lulu,Lose,40585,44985,0,6,0,0,1,4,100
Poppy,Yasuo,Gragas,Lucian,Nami,Win,45413,4560,0,23,1,1,2,6,100
KSante,Orianna,Kindred,KogMaw,Milio,Lose,37583,41333,0,4,1,0,0,2,200
Jax,Jayce,Gragas,Varus,Nautilus,Win,54382,52433,0,35,2,2,1,9,200
KSante,Sylas,Elise,Zeri,Leona,Lose,45878,51453,0,18,0,0,1,1,100
Vayne,Kennen,Vi,Ezreal,Bard,Win,56500,50958,0,36,2,1,0,6,200
Aatrox,Akali,Nasus,Samira,Yuumi,Lose,44908,56513,0,15,0,0,1,3,100
Ornn,Yasuo,LeeSin,Kindred,Rakan,Win,35022,37178,0,23,2,0,2,3,200
Malphite,Talon,Karthus,Aphelios,Thresh,Lose,32728,36603,0,10,0,0,0,0,100
Akali,Akshan,Maokai,Vayne,Rakan,Win,77290,7675,1,36,2,3,1,10,100
KSante,Zed,Gragas,Ezreal,Braum,Lose,78297,86297,1,30,2,0,1,4,200
Ryze,Nautilus,Lillia,Zeri,Yuumi,Win,45767,8550,0,30,2,0,0,4,100
Nasus,Akali,Graves,Twitch,MissFortune,Lose,36420,42930,0,14,0,0,1,0,200
Darius,Sylas,JarvanIV,Jinx,Annie,Win,52420,44895,1,37,2,2,2,9,200
Akali,Zed,LeeSin,Ezreal,Zilean,Lose,37895,42520,0,13,1,0,0,0,100
Jayce,Ahri,Ekko,Ezreal,Blitzcrank,Win,83281,8750,1,55,3,4,2,11,100
Olaf,Leblanc,Nidalee,Lucian,Nautilus,Lose,70987,80037,0,35,0,0,0,1,200
Warwick,Leblanc,LeeSin,Aphelios,Milio,Win,53524,7075,1,25,4,0,2,4,100
Quinn,Annie,MonkeyKing,Zeri,Soraka,Lose,44815,50290,0,11,0,0,0,2,200
Nasus,Lissandra,Ekko,Aphelios,Nautilus,Win,62306,64833,1,33,3,1,0,6,200
Gnar,Yone,Nidalee,Xayah,Heimerdinger,Lose,50958,57168,0,19,0,0,2,3,100
Nasus,Lissandra,Ekko,Aphelios,Ornn,Win,97209,15150,0,63,0,2,0,4,100
Gnar,Yone,Nidalee,Xayah,Yone,Lose,86381,99081,0,40,0,0,0,1,200
Gnar,KSante,Nidalee,Aphelios,Nautilus,Win,41199,41098,0,27,1,1,2,9,200
Zac,Ahri,LeeSin,Jinx,Taric,Lose,35298,39723,0,11,0,0,0,0,100
Zac,Zoe,Rengar,Jinx,Pyke,Win,52315,7400,0,33,3,1,2,8,100
Malphite,Yasuo,Kayn,Xayah,Taric,Lose,43285,48035,0,11,0,0,0,0,200
Vladimir,Yone,Nidalee,Jinx,Nautilus,Win,31955,31381,0,17,0,0,1,4,200
Nasus,Anivia,Sylas,Ezreal,Zilean,Lose,28531,30981,0,3,0,0,0,0,100
Illaoi,Leblanc,LeeSin,Ezreal,Blitzcrank,Win,32454,3470,0,19,1,0,1,4,100
Swain,Lissandra,Shaco,Zeri,Karma,Lose,23847,26647,0,4,0,0,0,0,200
Illaoi,Leblanc,LeeSin,Ezreal,Karma,Win,51879,8350,0,42,0,1,0,2,100
Swain,Lissandra,Shaco,Zeri,Leona,Lose,46119,51669,0,32,0,0,0,1,200
KSante,Annie,Amumu,Jinx,Thresh,Win,63140,62795,1,25,3,1,2,7,200
Zac,Ahri,Talon,Aphelios,Alistar,Lose,56720,62195,0,16,1,0,0,2,100
Camille,Rumble,Neeko,Varus,Thresh,Win,37651,33247,0,34,1,1,1,8,200
Nasus,Tristana,Evelynn,Aphelios,Milio,Lose,27172,29932,0,8,0,0,0,1,100
KSante,Akali,Rengar,Ezreal,Karma,Win,79705,85640,1,52,2,2,0,7,200
Nidalee,Veigar,Zac,Aphelios,Syndra,Lose,74240,86290,0,36,2,0,2,4,100
Jayce,Azir,Kindred,Kaisa,Rakan,Win,48012,9775,0,35,0,1,2,7,100
Sejuani,Sylas,Graves,Varus,Zilean,Lose,50203,55653,1,26,2,0,0,2,200
Olaf,Taliyah,Hecarim,Aphelios,Blitzcrank,Win,65294,63420,1,33,3,2,2,10,200
Vayne,Akali,Viego,Xayah,Nautilus,Lose,56695,63720,0,25,1,1,0,4,100
Olaf,Taliyah,Hecarim,Aphelios,TwistedFate,Win,87091,98391,0,50,0,2,0,4,200
Vayne,Akali,Viego,Xayah,Ziggs,Lose,85641,97991,0,59,0,1,0,2,100
Fiora,Rumble,Karthus,Xayah,Leona,Win,58360,55504,1,27,2,1,1,6,200
Jayce,Chogath,Udyr,Aphelios,Blitzcrank,Lose,49879,54829,0,17,1,0,1,2,100
Kennen,KSante,Udyr,Xayah,Alistar,Win,71834,7775,2,32,4,1,1,9,100
Gragas,Katarina,Olaf,Aphelios,Rakan,Lose,56615,63990,0,27,0,0,1,3,200
Gragas,Zed,Khazix,Lucian,Nami,Win,49946,44759,0,26,3,0,2,4,200
Chogath,Irelia,Poppy,Xayah,Milio,Lose,39659,44559,0,10,0,0,0,2,100
KSante,Cassiopeia,Graves,Jinx,Nautilus,Win,90639,88071,1,31,2,0,1,4,200
Gnar,Ahri,Nocturne,Xayah,Rakan,Lose,80496,89021,1,39,3,0,1,7,100
KSante,Cassiopeia,Graves,Jinx,Varus,Win,51446,56289,0,31,0,1,0,4,200
Gnar,Ahri,Nocturne,Xayah,Rakan,Lose,46189,53389,0,24,0,0,0,0,100
Garen,Irelia,Elise,Aphelios,Thresh,Win,45496,5950,0,27,3,3,2,11,100
Gangplank,Talon,Nidalee,Jinx,Karma,Lose,39462,44662,0,13,0,0,0,0,200
Chogath,Talon,LeeSin,Jinx,Blitzcrank,Win,93235,8850,1,39,4,2,2,8,100
Warwick,Qiyana,Sylas,Aphelios,Thresh,Lose,79994,88119,1,24,2,0,0,3,200
Warwick,Katarina,MonkeyKing,Jhin,Galio,Win,33596,4050,0,23,2,0,1,2,100
Sion,Sylas,Nocturne,Xayah,Seraphine,Lose,30156,34656,0,11,0,0,0,0,200
Graves,Galio,Karthus,Kaisa,Twitch,Win,54880,49355,0,35,3,0,2,6,200
Gragas,Vladimir,Viego,Ezreal,FiddleSticks,Lose,41380,47840,0,17,0,0,0,0,100
Jayce,Zoe,Khazix,Ashe,Karma,Win,56694,7545,1,34,1,2,2,10,100
Sion,Ahri,LeeSin,Aphelios,Milio,Lose,45146,49721,0,15,1,0,0,2,200
Ornn,Katarina,Vi,Twitch,Thresh,Win,65840,7450,1,31,2,1,1,8,100
Malphite,Talon,XinZhao,Ezreal,TahmKench,Lose,53533,60208,0,17,2,0,1,2,200
Ornn,Katarina,Vi,Twitch,MissFortune,Win,83846,17600,0,46,0,1,0,4,100
Malphite,Talon,XinZhao,Ezreal,Kaisa,Lose,77719,89604,0,42,0,0,0,1,200
LeeSin,Sylas,Viego,Jhin,Lux,Win,78618,9125,1,42,4,2,2,10,100
Katarina,TwistedFate,Amumu,Draven,Nautilus,Lose,65548,81998,0,33,0,0,0,4,200
Gragas,Talon,Nidalee,Zeri,Yuumi,Win,70745,59136,1,37,2,2,1,10,200
Jax,Akshan,Elise,Ezreal,Karma,Lose,51686,58136,0,24,0,0,1,5,100
Kennen,Qiyana,Nocturne,Ezreal,Pyke,Win,86571,8950,2,45,4,2,2,10,100
Sylas,Tristana,Nidalee,Zeri,Yuumi,Lose,77981,87106,0,42,1,0,0,4,200
Nasus,Yone,Vi,Lucian,Pyke,Win,81158,11105,1,36,2,1,1,7,100
Nautilus,Neeko,Poppy,Jinx,Morgana,Lose,73948,83848,1,45,3,1,0,4,200
Jayce,Fizz,LeeSin,Xayah,Annie,Win,34322,5000,0,20,1,0,1,4,100
Darius,Vex,MasterYi,Jinx,Milio,Lose,25250,28125,0,5,1,0,0,0,200
Nasus,KSante,Evelynn,Aphelios,Senna,Win,32804,5875,0,19,2,0,1,2,100
Kennen,Gangplank,RekSai,Xayah,Leona,Lose,28800,31650,0,7,0,0,0,0,200
Ryze,Cassiopeia,Gragas,Jinx,Maokai,Win,61097,58168,1,21,3,1,1,8,200
Darius,Kassadin,Vi,Ezreal,Shaco,Lose,51843,58593,0,9,0,0,1,3,100
Ryze,Cassiopeia,Gragas,Jinx,Gragas,Win,84270,88764,0,61,0,2,0,4,200
Darius,Kassadin,Vi,Ezreal,Senna,Lose,76814,88114,0,40,0,0,0,1,100
